Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),Tons
'566330889541,AG_FOOD,S10012019E10312019,4400
'668200677200,CHEM_PET,S05012019E05312019,7840
'883257439900,IM,S12012019E12312019,4520
'645172504450,CHEM_PET,S09012019E09302019,4000
'535170381313,AG_FOOD,S06012019E06302019,3600
'384850698350,NONMET_PRO,S02012019E02282019,4600
'731134672694,COAL,S01012019E01312019,29332
'512414504600,AG_FOOD,S03012019E03312019,22996
'842117849687,AG_FOOD,S07012019E07312019,25558
'534450534580,AG_FOOD,S12012019E12312019,10880
'380002439875,CHEM_PET,S05012019E05312019,760
'456200880270,IM,S08012019E08312019,53480
'797000584092,CHEM_PET,S10012019E10312019,800
'439900645962,AG_FOOD,S09012019E09302019,7760
'585650875894,AG_FOOD,S09012019E09302019,14084
'567764683850,AG_FOOD,S10012019E10312019,3920
'553200846206,AG_FOOD,S09012019E09302019,2560
'731134708550,COAL,S12012019E12312019,11848
'519164686152,CHEM_PET,S01012019E01312019,10656
'646505058248,CHEM_PET,S06012019E06302019,800
'554170875624,AG_FOOD,S03012019E03312019,4788
'883213384020,IM,S04012019E04302019,21760
'512975380000,CHEM_PET,S07012019E07312019,15480
'645364058248,CHEM_PET,S06012019E06302019,3840
'380000668141,OTHER,S08012019E08312019,1320
'549243674720,AG_FOOD,S03012019E03312019,25236
'380000797000,AG_FOOD,S03012019E03312019,840
'093768797000,FOR_PROD,S12012019E12312019,3600
'744836566900,AG_FOOD,S07012019E07312019,6920
'380000879556,CHEM_PET,S10012019E10312019,7680
'731156685234,COAL,S07012019E07312019,149870
'748537439900,MET_ORE,S06012019E06302019,18648
'875640456200,MO_VEH,S12012019E12312019,440
'731183566545,COAL,S12012019E12312019,32792
'684735849656,CHEM_PET,S05012019E05312019,3640
'504450380000,FOR_PROD,S01012019E01312019,2920
'527630880273,CHEM_PET,S05012019E05312019,9964
'566900880273,CHEM_PET,S11012019E11302019,3800
'684300629660,CHEM_PET,S01012019E01312019,3040
'327460335714,FOR_PROD,S10012019E10312019,5240
'559970773470,AG_FOOD,S12012019E12312019,25054
'512975517224,AG_FOOD,S01012019E01312019,3520
'584092846209,IM,S01012019E01312019,160
'831438439900,FOR_PROD,S01012019E01312019,3560
'668200672322,OTHER,S07012019E07312019,444
'685370685234,OTHER,S08012019E08312019,84
'875850384869,AG_FOOD,S11012019E11302019,5680
'080116875894,AG_FOOD,S02012019E02282019,3540
'515274626200,AG_FOOD,S12012019E12312019,3520
'684800742585,MET_ORE,S02012019E02282019,3252
'696900380000,IM,S10012019E10312019,2480
'698350664300,OTHER,S06012019E06302019,1880
'517130503136,AG_FOOD,S05012019E05312019,11880
'849118848772,CHEM_PET,S08012019E08312019,400
'731136505250,COAL,S03012019E03312019,146116
'504600604112,MET_ORE,S07012019E07312019,8280
'555733598180,OTHER,S04012019E04302019,324
'731153667797,COAL,S11012019E11302019,58940
'391480392200,AG_FOOD,S10012019E10312019,17020
'380000876411,IM,S04012019E04302019,11040
'621644553170,CHEM_PET,S09012019E09302019,4000
'668100875640,NONMET_PRO,S03012019E03312019,7360
'534450439900,AG_FOOD,S06012019E06302019,3720
'883000684800,MET_ORE,S09012019E09302019,880
'883000684800,IM,S01012019E01312019,25120
'380000382482,FOR_PROD,S05012019E05312019,4000
'503136672322,CHEM_PET,S10012019E10312019,3760
'684773504538,CHEM_PET,S06012019E06302019,4000
'731134685234,COAL,S11012019E11302019,28434
'384838703383,NONMET_PRO,S07012019E07312019,4400
'384020883213,IM,S05012019E05312019,6480
'876411380000,IM,S10012019E10312019,1320
'731150538453,COAL,S03012019E03312019,87020
'863119513980,NONMET_PRO,S09012019E09302019,3520
'668100880270,IM,S02012019E02282019,73160
'708550566826,MET_ORE,S02012019E02282019,5720
'503136521560,CHEM_PET,S12012019E12312019,8880
'511740662130,AG_FOOD,S02012019E02282019,3840
'881217703323,CHEM_PET,S12012019E12312019,3640
'684735668550,CHEM_PET,S09012019E09302019,3920
'380000708549,CHEM_PET,S07012019E07312019,5640
'883209668100,IM,S06012019E06302019,11000
'380000395690,CHEM_PET,S11012019E11302019,3880
'439900876411,AG_FOOD,S05012019E05312019,840
'504450527657,CHEM_PET,S05012019E05312019,22260
'883652840600,CHEM_PET,S04012019E04302019,3760
'646167674787,CHEM_PET,S09012019E09302019,3800
'533340382712,MET_ORE,S05012019E05312019,2040
'512955611860,AG_FOOD,S01012019E01312019,4160
'500900647000,MET_ORE,S12012019E12312019,2400
'315986047600,CHEM_PET,S11012019E11302019,4720
'509330864165,CHEM_PET,S02012019E02282019,3800
'080116714170,CHEM_PET,S04012019E04302019,3760
'672328875640,CHEM_PET,S12012019E12312019,4120
'516185504600,OTHER,S05012019E05312019,3864
'665450684587,CHEM_PET,S02012019E02282019,3840
'731136667797,COAL,S04012019E04302019,29142
'515427689100,AG_FOOD,S05012019E05312019,4000
'706135380000,AG_FOOD,S03012019E03312019,3600
'840600845200,MET_ORE,S07012019E07312019,3600
'472600883628,FOR_PROD,S09012019E09302019,2920
'784144790168,COAL,S04012019E04302019,249782
'715140667262,FOR_PROD,S09012019E09302019,4080
'883209380000,IM,S07012019E07312019,5600
'584092883710,MET_ORE,S12012019E12312019,760
'380002047600,CHEM_PET,S08012019E08312019,11320
'380000853474,MET_ORE,S06012019E06302019,3520
'516574659353,CHEM_PET,S02012019E02282019,38914
'380000684735,OTHER,S06012019E06302019,1320
'645523487845,MET_ORE,S12012019E12312019,3960
'681620877651,FOR_PROD,S12012019E12312019,3760
'668100883732,FOR_PROD,S11012019E11302019,3280
'554864875894,AG_FOOD,S07012019E07312019,23364
'731154577297,COAL,S06012019E06302019,126614
'392200439900,AG_FOOD,S03012019E03312019,8040
'647000684773,CHEM_PET,S06012019E06302019,3400
'731136395690,COAL,S11012019E11302019,450832
'628940598574,AG_FOOD,S10012019E10312019,4360
'876155380000,IM,S02012019E02282019,6160
'534943380000,MET_ORE,S05012019E05312019,7480
'731150538453,COAL,S08012019E08312019,30444
'380000584244,CHEM_PET,S07012019E07312019,3920
'846200504451,MO_VEH,S03012019E03312019,2440
'698350686212,MO_VEH,S01012019E01312019,3200
'500900514150,NONMET_PRO,S06012019E06302019,30040
'521560668200,CHEM_PET,S01012019E01312019,27486
'684119685177,FOR_PROD,S11012019E11302019,5520
'668100883000,FOR_PROD,S02012019E02282019,2120
'883000567500,MET_ORE,S01012019E01312019,880
'500900684528,FOR_PROD,S03012019E03312019,4360
'503537511680,NONMET_PRO,S04012019E04302019,16464
'387156487460,AG_FOOD,S12012019E12312019,4200
'744300696864,MET_ORE,S11012019E11302019,3400
'598373880286,AG_FOOD,S05012019E05312019,8964
'840340472600,FOR_PROD,S08012019E08312019,4000
'571220618350,NONMET_PRO,S08012019E08312019,4120
'731154748537,COAL,S01012019E01312019,112630
'731136380000,COAL,S03012019E03312019,283914
'380000696900,OTHER,S03012019E03312019,2240
'598180684758,AG_FOOD,S11012019E11302019,21692
'621644881563,CHEM_PET,S02012019E02282019,3920
'853470504450,IM,S03012019E03312019,5880
'672700696900,AG_FOOD,S02012019E02282019,3640
'844391848772,IM,S12012019E12312019,21840
'336000380000,AG_FOOD,S09012019E09302019,7600
'503330504810,AG_FOOD,S08012019E08312019,13100
'698350439900,OTHER,S05012019E05312019,1480
'584092883000,CHEM_PET,S05012019E05312019,5880
'558350684800,AG_FOOD,S12012019E12312019,25322
'503913846200,AG_FOOD,S06012019E06302019,25782
'696900380000,MET_ORE,S03012019E03312019,3000
'706720703323,MET_ORE,S02012019E02282019,4160
'543877645962,AG_FOOD,S09012019E09302019,24292
'584092883737,AG_FOOD,S09012019E09302019,2320
'504450380000,FOR_PROD,S02012019E02282019,4880
'731136748537,COAL,S06012019E06302019,84448
'875850381363,AG_FOOD,S03012019E03312019,27760
'380000875640,NONMET_PRO,S04012019E04302019,1520
'315700487230,MO_VEH,S04012019E04302019,600
'316930047600,MO_VEH,S01012019E01312019,1280
'604112439900,MET_ORE,S09012019E09302019,11600
'645364501411,CHEM_PET,S10012019E10312019,3880
'380000513948,NONMET_PRO,S06012019E06302019,3480
'380000797000,CHEM_PET,S06012019E06302019,4480
'380000883683,CHEM_PET,S09012019E09302019,13560
'604179875850,AG_FOOD,S07012019E07312019,3624
'658470632440,NONMET_PRO,S09012019E09302019,4520
'621644797153,CHEM_PET,S12012019E12312019,3920
'639840718560,NONMET_PRO,S06012019E06302019,3800
'668100883209,MET_ORE,S06012019E06302019,920
'386260883628,AG_FOOD,S05012019E05312019,4400
'883140880293,MET_ORE,S07012019E07312019,23172
'883251604163,MET_ORE,S07012019E07312019,3516
'508210509398,AG_FOOD,S02012019E02282019,8880
'380000875640,CHEM_PET,S02012019E02282019,15360
'456200880270,CHEM_PET,S11012019E11302019,5320
'696900889593,MO_VEH,S06012019E06302019,800
'503592504450,AG_FOOD,S01012019E01312019,4000
'511740299215,AG_FOOD,S01012019E01312019,23658
'503380566900,AG_FOOD,S04012019E04302019,9900
'881172380000,CHEM_PET,S08012019E08312019,14600
'093314090361,CHEM_PET,S08012019E08312019,51600
'628750744300,MET_ORE,S07012019E07312019,4000
'846209384020,IM,S01012019E01312019,13200
'667300604163,MET_ORE,S11012019E11302019,3720
'090577505494,FOR_PROD,S06012019E06302019,3920
'511680507024,AG_FOOD,S09012019E09302019,10304
'472600527155,OTHER,S08012019E08312019,1320
'626200537933,OTHER,S11012019E11302019,1560
'323130853470,FOR_PROD,S02012019E02282019,3600
'855632472600,FOR_PROD,S09012019E09302019,4440
'684460647000,CHEM_PET,S06012019E06302019,7320
'643537380000,FOR_PROD,S08012019E08312019,7560
'684587684800,CHEM_PET,S12012019E12312019,46480
'532270047600,AG_FOOD,S05012019E05312019,9800
'668100875640,IM,S11012019E11302019,18880
'853122093768,NONMET_PRO,S06012019E06302019,11600
'883000384020,NONMET_PRO,S08012019E08312019,200
'853160093900,CHEM_PET,S06012019E06302019,3920
'784144790168,COAL,S07012019E07312019,187864
'677200380000,AG_FOOD,S08012019E08312019,3600
'880293840600,MET_ORE,S06012019E06302019,3520
'559160380000,AG_FOOD,S11012019E11302019,3744
'684800668200,CHEM_PET,S04012019E04302019,3960
'584092883734,CHEM_PET,S06012019E06302019,120
'513993659353,CHEM_PET,S01012019E01312019,20826
'577637576454,CHEM_PET,S09012019E09302019,3576
'380670547500,MET_ORE,S04012019E04302019,3640
'322854327454,FOR_PROD,S02012019E02282019,2400
'343689883000,AG_FOOD,S08012019E08312019,2600
'513942844140,CHEM_PET,S01012019E01312019,19894
'744189742337,OTHER,S03012019E03312019,1320
'880203797000,NONMET_PRO,S01012019E01312019,25924
'382082504132,CHEM_PET,S09012019E09302019,3920
'380000504450,FOR_PROD,S12012019E12312019,1240
'305983381474,FOR_PROD,S09012019E09302019,4080
'668100684800,IM,S09012019E09302019,160
'846200746422,MO_VEH,S04012019E04302019,2720
'503913849660,AG_FOOD,S10012019E10312019,24586
'621644881563,CHEM_PET,S10012019E10312019,11760
'380000338240,CHEM_PET,S01012019E01312019,8640
'581520668100,MO_VEH,S04012019E04302019,2760
'688190689879,CHEM_PET,S05012019E05312019,3960
'645518644800,CHEM_PET,S07012019E07312019,7120
'686152777550,CHEM_PET,S09012019E09302019,3528
'621644558130,CHEM_PET,S11012019E11302019,19600
'549260678683,AG_FOOD,S09012019E09302019,4320
'876155584092,CHEM_PET,S04012019E04302019,800
'549268849660,AG_FOOD,S10012019E10312019,44614
'777572659353,CHEM_PET,S08012019E08312019,38138
'503160504450,AG_FOOD,S12012019E12312019,4120
'672328627854,OTHER,S08012019E08312019,1480
'384040058248,IM,S05012019E05312019,21040
'384020883737,IM,S02012019E02282019,29880
'647000684735,CHEM_PET,S08012019E08312019,11920
'517463845210,AG_FOOD,S08012019E08312019,25766
'509398878762,AG_FOOD,S07012019E07312019,32343
'684790584130,CHEM_PET,S04012019E04302019,3960
'668100880270,AG_FOOD,S07012019E07312019,6920
'731156537988,COAL,S11012019E11302019,28068
'384020883252,AG_FOOD,S09012019E09302019,5520
'732138500751,NONMET_PRO,S05012019E05312019,11600
'516574380000,CHEM_PET,S02012019E02282019,117734
'844397846200,CHEM_PET,S12012019E12312019,7480
'604163684800,MET_ORE,S12012019E12312019,8080
'511382504600,AG_FOOD,S09012019E09302019,9852
'706720845200,AG_FOOD,S12012019E12312019,13160
'684735439900,CHEM_PET,S10012019E10312019,3640
'389970626850,AG_FOOD,S11012019E11302019,4040
'517224566900,AG_FOOD,S11012019E11302019,4120
'686180522165,CHEM_PET,S04012019E04302019,24414
'611860875874,FOR_PROD,S04012019E04302019,3760
'537990669750,AG_FOOD,S03012019E03312019,3920
'880293840600,MET_ORE,S10012019E10312019,3384
'546473668200,AG_FOOD,S06012019E06302019,6216
'698350513993,OTHER,S12012019E12312019,180
'584092883732,AG_FOOD,S01012019E01312019,6640
'846200878600,FOR_PROD,S11012019E11302019,3080
'329142058248,CHEM_PET,S11012019E11302019,3800
'686732667300,CHEM_PET,S02012019E02282019,3720
'396292566900,MET_ORE,S07012019E07312019,6880
'439900883000,IM,S08012019E08312019,68240
'502547604114,MET_ORE,S03012019E03312019,7896
'674650439900,AG_FOOD,S12012019E12312019,4040
'380000735126,OTHER,S09012019E09302019,1040
'380000883000,IM,S09012019E09302019,124120
'883213439900,IM,S05012019E05312019,2960
'844131848772,IM,S12012019E12312019,32480
'501612439930,FOR_PROD,S03012019E03312019,4040
'554753684800,AG_FOOD,S02012019E02282019,20896
'325782642136,AG_FOOD,S09012019E09302019,7164
'329696742248,NONMET_PRO,S05012019E05312019,18492
'844190855638,FOR_PROD,S11012019E11302019,3880
'711160849687,AG_FOOD,S05012019E05312019,10740
'634677667595,NONMET_PRO,S09012019E09302019,13400
'542880854552,AG_FOOD,S04012019E04302019,3880
'511420511168,OTHER,S10012019E10312019,1240
'485650439900,MET_ORE,S05012019E05312019,7380
'504450846203,AG_FOOD,S06012019E06302019,4640
'380000784176,CHEM_PET,S05012019E05312019,2760
'472600597660,OTHER,S12012019E12312019,1560
'668100875640,FOR_PROD,S08012019E08312019,400
'883252668100,CHEM_PET,S06012019E06302019,1760
'672353677200,CHEM_PET,S11012019E11302019,4160
'557613667262,AG_FOOD,S08012019E08312019,3960
'732138684800,NONMET_PRO,S09012019E09302019,3880
'585650684300,AG_FOOD,S09012019E09302019,10032
'883213384020,IM,S05012019E05312019,13160
'504013576871,AG_FOOD,S03012019E03312019,4280
'883732584092,CHEM_PET,S12012019E12312019,720
'645523646135,AG_FOOD,S08012019E08312019,8560
'604112689100,MET_ORE,S03012019E03312019,3560
'684800598574,AG_FOOD,S04012019E04302019,4240
'384020883710,AG_FOOD,S12012019E12312019,1120
'641150535171,FOR_PROD,S08012019E08312019,3320
'380000388260,CHEM_PET,S08012019E08312019,3800
'513658842659,AG_FOOD,S10012019E10312019,13136
'537933690530,CHEM_PET,S02012019E02282019,4120
'849990504451,MO_VEH,S12012019E12312019,3200
'731183439900,COAL,S04012019E04302019,59636
'504450639850,AG_FOOD,S04012019E04302019,3960
'517224070315,AG_FOOD,S04012019E04302019,24912
'846206384020,IM,S05012019E05312019,14080
'522530849660,AG_FOOD,S06012019E06302019,25098
'672328567500,OTHER,S01012019E01312019,1320
'729180684800,CHEM_PET,S03012019E03312019,3520
'845203504450,CHEM_PET,S03012019E03312019,560
'686279396640,CHEM_PET,S12012019E12312019,4200
'847698845377,FOR_PROD,S12012019E12312019,3120
'645366646135,CHEM_PET,S05012019E05312019,7840
'522670845200,CHEM_PET,S03012019E03312019,7640
'698350668141,OTHER,S02012019E02282019,372
'522170558130,AG_FOOD,S08012019E08312019,31560
'761578842193,CHEM_PET,S10012019E10312019,4040
'830365746681,FOR_PROD,S03012019E03312019,3600
'384850763847,NONMET_PRO,S12012019E12312019,22920
'516966518444,COAL,S05012019E05312019,48500
'516564790151,CHEM_PET,S02012019E02282019,5120
'439875380002,CHEM_PET,S01012019E01312019,2600
'509330504450,MET_ORE,S04012019E04302019,4080
'704150567500,AG_FOOD,S10012019E10312019,7920
'504600604112,MET_ORE,S03012019E03312019,8240
'626200744184,OTHER,S05012019E05312019,4360
'846203504450,IM,S11012019E11302019,6160
'301193325760,MET_ORE,S03012019E03312019,3040
'328744380000,NONMET_PRO,S07012019E07312019,81957
'684773668550,CHEM_PET,S01012019E01312019,3600
'380000875640,AG_FOOD,S01012019E01312019,14680
'731136395690,COAL,S06012019E06302019,64240
'384020883735,MET_ORE,S03012019E03312019,1080
'696900774900,MO_VEH,S12012019E12312019,800
'684300674278,AG_FOOD,S05012019E05312019,3640
'384020686212,MO_VEH,S12012019E12312019,1840
'531434380000,NONMET_PRO,S06012019E06302019,7416
'684882588888,CHEM_PET,S10012019E10312019,4080
'506880522558,NONMET_PRO,S02012019E02282019,10516
'684775380000,CHEM_PET,S10012019E10312019,3120
'080116847883,CHEM_PET,S01012019E01312019,10764
'511740380000,AG_FOOD,S10012019E10312019,63640
'392200380000,AG_FOOD,S08012019E08312019,3720
'731156685234,COAL,S02012019E02282019,149380
'883683880214,CHEM_PET,S02012019E02282019,2920
'511740506160,OTHER,S04012019E04302019,1320
'504450380000,IM,S08012019E08312019,28720
'584092875640,CHEM_PET,S08012019E08312019,600
'566900774900,MO_VEH,S10012019E10312019,480
'628629684800,NONMET_PRO,S01012019E01312019,31608
'567500883737,IM,S09012019E09302019,320
'708550381290,AG_FOOD,S07012019E07312019,4440
'717131515650,CHEM_PET,S01012019E01312019,3920
'684735380000,CHEM_PET,S09012019E09302019,6880
'647000744184,FOR_PROD,S05012019E05312019,3720
'439900875640,CHEM_PET,S09012019E09302019,760
'380000504593,CHEM_PET,S06012019E06302019,3840
'553170773630,AG_FOOD,S02012019E02282019,3520
'093768853472,CHEM_PET,S10012019E10312019,3960
'883732439900,CHEM_PET,S07012019E07312019,680
'883213384020,IM,S12012019E12312019,14920
'684800396640,CHEM_PET,S12012019E12312019,6640
'506754857663,AG_FOOD,S09012019E09302019,4120
'706720624330,CHEM_PET,S03012019E03312019,3520
'439900883737,IM,S09012019E09302019,5680
'384020883213,AG_FOOD,S02012019E02282019,7440
'544450380000,CHEM_PET,S12012019E12312019,3800
'380000853470,FOR_PROD,S12012019E12312019,4640
'668100883209,IM,S02012019E02282019,5320
'523210380000,AG_FOOD,S08012019E08312019,18316
'513942844140,CHEM_PET,S09012019E09302019,20132
'668100677200,IM,S01012019E01312019,6720
'511442384820,AG_FOOD,S07012019E07312019,24728
'566900672700,MO_VEH,S05012019E05312019,2080
'395278646135,AG_FOOD,S12012019E12312019,22098
'708789511468,COAL,S02012019E02282019,60604
'684587684800,CHEM_PET,S04012019E04302019,6960
'380000514640,MET_ORE,S08012019E08312019,3440
'883252384020,IM,S10012019E10312019,11760
'853470844394,CHEM_PET,S08012019E08312019,3552
'657777380000,AG_FOOD,S02012019E02282019,7200
'456200883000,NONMET_PRO,S07012019E07312019,520
'533820058248,CHEM_PET,S02012019E02282019,4080
'080116704660,CHEM_PET,S03012019E03312019,11240
'380000708550,OTHER,S11012019E11302019,1480
'380000504451,MO_VEH,S01012019E01312019,17360
'698350668141,OTHER,S07012019E07312019,1320
'645172318100,CHEM_PET,S12012019E12312019,11400
'748521748537,OTHER,S10012019E10312019,408
'508872380000,CHEM_PET,S09012019E09302019,27843
'589120880181,CHEM_PET,S12012019E12312019,2800
'549863689880,CHEM_PET,S06012019E06302019,3800
'883000380000,AG_FOOD,S10012019E10312019,4960
'853470093768,OTHER,S08012019E08312019,1480
'566900853473,CHEM_PET,S07012019E07312019,3640
'384020883715,AG_FOOD,S04012019E04302019,8120
'844149848772,IM,S01012019E01312019,6720
'525810849990,AG_FOOD,S03012019E03312019,25562
'584092883213,IM,S10012019E10312019,1680
'513980845200,AG_FOOD,S05012019E05312019,4000
'880286853475,NONMET_PRO,S02012019E02282019,12040
'299210611860,CHEM_PET,S09012019E09302019,8080
'503290849687,AG_FOOD,S06012019E06302019,23126
'883000567500,IM,S09012019E09302019,14880
'668100875640,FOR_PROD,S03012019E03312019,760
'511187507324,AG_FOOD,S02012019E02282019,14352
'315700058248,MO_VEH,S09012019E09302019,1680
'645172532730,CHEM_PET,S02012019E02282019,3800
'522460396250,AG_FOOD,S10012019E10312019,12468
'667595585650,MET_ORE,S07012019E07312019,3280
'682925380000,CHEM_PET,S01012019E01312019,3680
'883000584092,AG_FOOD,S04012019E04302019,1600
'584092883732,IM,S10012019E10312019,4320
'883140880293,MET_ORE,S10012019E10312019,116802
'883000774900,CHEM_PET,S04012019E04302019,800
'684775647000,CHEM_PET,S05012019E05312019,6960
'735126500361,CHEM_PET,S02012019E02282019,4000
'731183439900,COAL,S11012019E11302019,29322
'696900880278,MET_ORE,S05012019E05312019,3640
'380000845203,CHEM_PET,S12012019E12312019,17800
'472600589117,MET_ORE,S09012019E09302019,3800
'506670381313,AG_FOOD,S08012019E08312019,25334
'384850742248,NONMET_PRO,S01012019E01312019,90628
'667595566900,MET_ORE,S07012019E07312019,3040
'687478581520,MO_VEH,S03012019E03312019,1600
